k,mu,R,cert,discovery_minus_cert,relative_cert_gap,cert_midpoint,cert_status,log_k,ceiling,headroom,log_k_minus_R,c,weight,rank_num,rank_den,cond,nit,moved_log_c,gate_failed_coords,spread,c_log_k,E_S,sd_S,eta
116000,1,11.41692171,11.4161609169,0.0007607931000013224,6.663732303033568e-05,11.4161665885,PASS,11.66134547,11.661446,0.244524,0.244424,0.086874978,1.0,1,1,1.0,67,0.0018,0,1.0,1.01307913116,1.13846473745,0.29472376788,-0.469811913877
117000,1,11.42543865,11.424676046,0.0007626040000001666,6.674614632849712e-05,11.4246817107,PASS,11.66992921,11.67002896,0.24459,0.244491,0.086809197,1.0,1,1,1.0,62,0.0018,0,1.0,1.0130571841,1.13841360342,0.294612339828,-0.469816041983
118000,1,11.43388304,11.4331185999,0.0007644400999993195,6.685743568698596e-05,11.4331242586,PASS,11.6784399,11.67853887,0.244656,0.244557,0.086744949,1.0,1,1,1.0,66,0.0018,0,1.0,1.01304567382,1.13837353825,0.294503468638,-0.469853679122
119000,1,11.44225621,11.44148993,0.0007662800000005632,6.696930971803184e-05,11.441495583,PASS,11.68687877,11.68697698,0.244721,0.244623,0.086681674,1.0,1,1,1.0,74,0.0018,0,1.0,1.0130382158,1.13833791129,0.294396206391,-0.469903851622
120000,1,11.45055964,11.4497916099,0.0007680300999997058,6.707358628278415e-05,11.4497972562,PASS,11.69524702,11.69534448,0.244785,0.244687,0.086617803,1.0,1,1,1.0,66,0.0018,0,1.0,1.01301660257,1.13828781698,0.294287889892,-0.469906583765
121000,1,11.45879421,11.4580244332,0.0007697768000003435,6.717781870352164e-05,11.4580300732,PASS,11.70354582,11.70364255,0.244848,0.244752,0.086554814,1.0,1,1,1.0,65,0.0017,0,1.0,1.01299823199,1.13824131251,0.294181029438,-0.469919194918
122000,1,11.46696108,11.4661895655,0.0007715145000002366,6.728151378710675e-05,11.4661951993,PASS,11.71177632,11.71187232,0.244911,0.244815,0.086492557,1.0,1,1,1.0,62,0.0017,0,1.0,1.01298148125,1.13819670981,0.294075371722,-0.469936360184
123000,1,11.47506138,11.4742881317,0.0007732482999998069,6.738511232258062e-05,11.4742937594,PASS,11.71993963,11.72003492,0.244974,0.244878,0.086430934,1.0,1,1,1.0,65,0.0017,0,1.0,1.01296532902,1.13815294513,0.293970751469,-0.469954729971
124000,1,11.48309617,11.482321223,0.0007749470000000258,6.748589304900212e-05,11.4823268446,PASS,11.72803684,11.72813143,0.245035,0.244941,0.086369877,1.0,1,1,1.0,64,0.0017,0,1.0,1.01294909972,1.13810931367,0.293867054186,-0.469972090124
125000,1,11.49106648,11.49028982,0.0007766600000014279,6.758815653474731e-05,11.4902954358,PASS,11.73606902,11.73616291,0.245096,0.245003,0.086309658,1.0,1,1,1.0,65,0.0017,0,1.0,1.01293610306,1.13806924869,0.293764743749,-0.469999384297
126000,1,11.49897329,11.4981949163,0.0007783737000011115,6.769071293330324e-05,11.4982005267,PASS,11.74403719,11.74413039,0.245157,0.245064,0.086250392,1.0,1,1,1.0,64,0.0017,0,1.0,1.01292781095,1.13803427561,0.293664017424,-0.470041501238
127000,1,11.50681793,11.5060379404,0.0007799895999998085,6.778499536055564e-05,11.5060435445,PASS,11.75194237,11.7520349,0.245217,0.245124,0.086190364,1.0,1,1,1.0,67,0.0017,0,1.0,1.01290419018,1.13798358936,0.293561956641,-0.470032258057
128000,1,11.51460084,11.5138191473,0.0007816927000003915,6.788708621882124e-05,11.5138247463,PASS,11.75978554,11.75987742,0.245277,0.245185,0.086132453,1.0,1,1,1.0,68,0.0017,0,1.0,1.01289917556,1.13795242413,0.293463464072,-0.47008381288
129000,1,11.52232341,11.5215400934,0.0007833165999997505,6.798252159108165e-05,11.5215456867,PASS,11.76756768,11.76765891,0.245335,0.245244,0.086074248,1.0,1,1,1.0,64,0.0017,1,1.0,1.01288453913,1.13791146513,0.293364435211,-0.470102877438
130000,1,11.52998643,11.5292014825,0.0007849474999996886,6.807878784291758e-05,11.5292070701,PASS,11.77528973,11.77538031,0.245394,0.245303,0.086016656,1.0,1,1,1.0,64,0.0017,0,1.0,1.01287104596,1.13787188788,0.293266415558,-0.470125048645
131000,1,11.53759067,11.5368040834,0.0007865866000003052,6.817598426728595e-05,11.5368096661,PASS,11.7829526,11.78304255,0.245452,0.245362,0.085960223,1.0,1,1,1.0,68,0.0017,0,1.0,1.01286523328,1.13784047865,0.29317033715,-0.470171982578
132000,1,11.54513748,11.5443493487,0.0007881312999984402,6.826521566882547e-05,11.5443549252,PASS,11.7905572,11.79064652,0.245509,0.24542,0.085902745,1.0,1,1,1.0,66,0.0017,0,1.0,1.01284122869,1.13779036549,0.293072442735,-0.470158040787
133000,1,11.55262707,11.5518373102,0.0007897597999999562,6.836192280895259e-05,11.5518428819,PASS,11.79810441,11.79819312,0.245566,0.245477,0.085847492,1.0,1,1,1.0,75,0.0017,1,1.0,1.01283767371,1.13776167633,0.292978309844,-0.47021117843
134000,1,11.56006104,11.5592697976,0.0007912424000000584,6.844621297951713e-05,11.5592753629,PASS,11.80559508,11.80568318,0.245622,0.245534,0.085790637,1.0,1,1,1.0,65,0.0017,1,1.0,1.01280952199,1.13770762461,0.292881410453,-0.470182195591
135000,1,11.56743948,11.5666466471,0.0007928329000002066,6.854005170037912e-05,11.5666522075,PASS,11.81303006,11.81311756,0.245678,0.245591,0.085736057,1.0,1,1,1.0,64,0.0017,0,1.0,1.01280261835,1.13767582189,0.292788361158,-0.470223001149
136000,1,11.5747637,11.5739693504,0.0007943495999995775,6.862771634807349e-05,11.5739749052,PASS,11.82041016,11.82049708,0.245733,0.245646,0.085681098,1.0,1,1,1.0,52,0.0016,0,1.0,1.01278572172,1.1376338182,0.292694633069,-0.470230071366
137000,1,11.58203428,11.5812384111,0.00079586890000094,6.871581284949711e-05,11.5812439607,PASS,11.8277362,11.82782254,0.245788,0.245702,0.085626893,1.0,1,1,1.0,65,0.0016,1,1.0,1.01277230244,1.13759560178,0.292602161195,-0.470248070669
138000,1,11.58925211,11.5884547549,0.0007973550999995638,6.880125589049454e-05,11.588460299,PASS,11.83500896,11.83509473,0.245843,0.245757,0.085572862,1.0,1,1,1.0,64,0.0016,0,1.0,1.01275558886,1.13755413652,0.292509955588,-0.47025454653
139000,1,11.59641784,11.595618986,0.0007988540000010147,6.888799722665173e-05,11.5956245249,PASS,11.84222921,11.84231441,0.245897,0.245811,0.085519608,1.0,1,1,1.0,65,0.0016,0,1.0,1.01274280007,1.13751691863,0.292419047355,-0.470273464982
140000,1,11.60353214,11.6027317553,0.0008003846999997677,6.897767768838771e-05,11.6027372897,PASS,11.8493977,11.84948234,0.24595,0.245866,0.085467487,1.0,1,1,1.0,65,0.0016,0,1.0,1.01273824402,1.1374884211,0.292330046509,-0.47031915721
141000,1,11.61059614,11.6097943268,0.0008018132000007228,6.905874516110098e-05,11.6097998555,PASS,11.85651517,11.85659926,0.246003,0.245919,0.085414429,1.0,1,1,1.0,64,0.0016,0,1.0,1.01271747312,1.13744324571,0.292239414058,-0.47031043418
142000,1,11.61761009,11.6168067894,0.0008033005999994458,6.914508180050703e-05,11.6168123134,PASS,11.86358234,11.86366588,0.246056,0.245972,0.085362837,1.0,1,1,1.0,59,0.0016,0,1.0,1.01270904523,1.13741105602,0.292151260195,-0.470342164276
143000,1,11.624575,11.6237702712,0.0008047288000003761,6.92265136575209e-05,11.62377579,PASS,11.87059991,11.87068292,0.246108,0.246025,0.085311052,1.0,1,1,1.0,64,0.0016,0,1.0,1.01269336613,1.13737149488,0.292062747724,-0.470349251826
144000,1,11.63149114,11.6306849058,0.0008062341999988121,6.931477574927784e-05,11.6306904207,PASS,11.87756858,11.87765106,0.24616,0.246077,0.08526117,1.0,1,1,1.0,75,0.0016,0,1.0,1.01269539376,1.13735048836,0.291977464882,-0.470414689079
145000,1,11.63835994,11.637552347,0.0008075930000011056,6.93906189673238e-05,11.6375578561,PASS,11.88448902,11.88457098,0.246211,0.246129,0.085209445,1.0,1,1,1.0,65,0.0016,1,1.0,1.01267071362,1.13730189225,0.291888999231,-0.470390773933
146000,1,11.64518141,11.6443724152,0.0008089947999998515,6.947034756411335e-05,11.6443779193,PASS,11.8913619,11.89144335,0.246262,0.24618,0.085159045,1.0,1,1,1.0,64,0.0016,0,1.0,1.01265702321,1.1372648683,0.291802775059,-0.470402888638
147000,1,11.65195622,11.6511457817,0.0008104383000002713,6.955384011906897e-05,11.6511512816,PASS,11.89818787,11.89826881,0.246313,0.246232,0.085109854,1.0,1,1,1.0,64,0.0016,0,1.0,1.01265303212,1.13723807463,0.291718595616,-0.470446782236
148000,1,11.65868517,11.6578732976,0.0008118723999999133,6.963670329558383e-05,11.6578787932,PASS,11.90496755,11.90504799,0.246363,0.246282,0.08506102,1.0,1,1,1.0,75,0.0016,1,1.0,1.0126486831,1.1372110604,0.291635002305,-0.470488999328
149000,1,11.66536926,11.6645560967,0.0008131633000001415,6.97074633366678e-05,11.6645615864,PASS,11.91170158,11.91178153,0.246412,0.246332,0.085010607,1.0,1,1,1.0,61,0.0016,0,1.0,1.01262098214,1.13715993201,0.291548676206,-0.470452940459
150000,1,11.67200835,11.6711937789,0.0008145711000011602,6.978842677071595e-05,11.6711992643,PASS,11.91839057,11.91847003,0.246462,0.246382,0.084962384,1.0,1,1,1.0,64,0.0016,0,1.0,1.01261487653,1.13713138869,0.291466079164,-0.470488329495
151000,1,11.67860337,11.6777874194,0.0008159505999998373,6.986713857376572e-05,11.6777929006,PASS,11.92503512,11.92511409,0.246511,0.246432,0.084914524,1.0,1,1,1.0,75,0.0016,0,1.0,1.01260868054,1.13710289683,0.29138408005,-0.470522949681
152000,1,11.68515515,11.6843378929,0.0008172570999995799,6.993977311457263e-05,11.6843433689,PASS,11.9316358,11.9317143,0.246559,0.246481,0.084865932,1.0,1,1,1.0,64,0.0016,0,1.0,1.01258939244,1.13706094429,0.291300800304,-0.470513449146
153000,1,11.69166381,11.6908451955,0.0008186144999999811,7.001693799130725e-05,11.6908506673,PASS,11.9381932,11.93827123,0.246607,0.246529,0.084818742,1.0,1,1,1.0,66,0.0016,0,1.0,1.01258252901,1.13703204371,0.29121990199,-0.4705449139
154000,1,11.69813034,11.6973104436,0.000819896400001241,7.008781541762518e-05,11.6973159103,PASS,11.94470788,11.94478544,0.246655,0.246578,0.084770866,1.0,1,1,1.0,64,0.0015,0,1.0,1.01256323122,1.13699036161,0.291137801977,-0.470534436546
155000,1,11.70455482,11.7037335582,0.0008212618000005278,7.01660005553742e-05,11.7037390209,PASS,11.9511804,11.9512575,0.246703,0.246626,0.084724637,1.0,1,1,1.0,65,0.0015,0,1.0,1.01255942076,1.13696491122,0.291058506238,-0.470575187746
156000,1,11.71093824,11.7101157016,0.0008225384000013491,7.023676354059136e-05,11.7101211595,PASS,11.95761129,11.95768794,0.24675,0.246673,0.08467772,1.0,1,1,1.0,64,0.0015,0,1.0,1.01254326036,1.13692676307,0.290978005637,-0.470574271638
157000,1,11.71728082,11.7164569805,0.0008238394999988685,7.030978540624142e-05,11.716462434,PASS,11.96400108,11.96407729,0.246796,0.24672,0.084631671,1.0,1,1,1.0,64,0.0015,0,1.0,1.01253340361,1.13689530007,0.290898973116,-0.470593961214
158000,1,11.72358322,11.7227581041,0.0008251158999996733,7.038086261818451e-05,11.7227635531,PASS,11.97035031,11.97042607,0.246843,0.246767,0.084585772,1.0,1,1,1.0,64,0.0015,0,1.0,1.01252132225,1.13686165793,0.290820175718,-0.470605787885
159000,1,11.72984586,11.7290194585,0.0008264014999994629,7.04528865820461e-05,11.7290249033,PASS,11.97665948,11.97673481,0.246889,0.246814,0.084540465,1.0,1,1,1.0,67,0.0015,0,1.0,1.01251236169,1.13683139024,0.290742373625,-0.470627616255
160000,1,11.7360693,11.7352416256,0.000827674399999978,7.052398710699314e-05,11.7352470661,PASS,11.98292909,11.98300399,0.246935,0.24686,0.084495432,1.0,1,1,1.0,65,0.0015,0,1.0,1.01250277044,1.13680059668,0.290665020752,-0.470646919704
161000,1,11.74225399,11.7414250316,0.0008289583999996353,7.059619053595648e-05,11.7414304681,PASS,11.98915964,11.98923411,0.24698,0.246906,0.084450895,1.0,1,1,1.0,66,0.0015,0,1.0,1.01249526223,1.13677209608,0.290588499387,-0.470672777382
162000,1,11.74840051,11.7475703162,0.0008301938000006004,7.066441081013167e-05,11.7475757483,PASS,11.99535161,11.99542566,0.247025,0.246951,0.084406263,1.0,1,1,1.0,65,0.0015,2,1.0,1.01248280313,1.13673857626,0.290511793247,-0.470681670896
163000,1,11.75450931,11.7536779063,0.0008314036999994556,7.073061733782026e-05,11.7536833339,PASS,12.00150548,12.00157911,0.24707,0.246996,0.08436169,1.0,1,1,1.0,65,0.0015,1,1.0,1.01246728482,1.13670200153,0.290435167272,-0.470679920816
164000,1,11.76058074,11.7597481138,0.0008326261999993534,7.079805142338178e-05,11.759753537,PASS,12.00762171,12.00769492,0.247114,0.247041,0.08431772,1.0,1,1,1.0,64,0.0015,0,1.0,1.01245528494,1.13666920702,0.290359558128,-0.470689540594
165000,1,11.76661515,11.7657812545,0.0008338954999995707,7.086961622940228e-05,11.7657866741,PASS,12.01370075,12.01377356,0.247158,0.247086,0.084274847,1.0,1,1,1.0,66,0.0015,0,1.0,1.01245279285,1.13664641702,0.29028581735,-0.470730600162
166000,1,11.77261323,11.7717781094,0.0008351205999996836,7.093757211623639e-05,11.771783525,PASS,12.01974307,12.01981548,0.247202,0.24713,0.084231841,1.0,1,1,1.0,55,0.0015,1,1.0,1.01244508691,1.13661832829,0.290211827673,-0.470753826229
167000,1,11.77857556,11.7777392916,0.0008362684000005061,7.099911154286521e-05,11.7777447025,PASS,12.02574909,12.0258211,0.247246,0.247174,0.084188065,1.0,1,1,1.0,62,0.0015,0,1.0,1.01242454618,1.13657701731,0.290136491381,-0.470733676632
168000,1,11.78450216,11.7836646964,0.0008374635999999214,7.10648263821033e-05,11.7836701031,PASS,12.03171926,12.03179088,0.247289,0.247217,0.084145449,1.0,1,1,1.0,64,0.0015,1,1.0,1.01241441924,1.13654664863,0.29006313367,-0.470748029576
169000,1,11.79039362,11.7895549693,0.0008386507000004428,7.113000015350148e-05,11.789560372,PASS,12.03765399,12.03772522,0.247332,0.24726,0.084103176,1.0,1,1,1.0,61,0.0015,0,1.0,1.01240493248,1.13651706172,0.289990347675,-0.470764157555
170000,1,11.79625035,11.7954105056,0.000839844399999734,7.119587793418898e-05,11.7954159045,PASS,12.04355372,12.04362456,0.247374,0.247303,0.08406131,1.0,1,1,1.0,63,0.0015,0,1.0,1.01239690243,1.13648910411,0.289918244199,-0.470784805175
171000,1,11.80207283,11.8012318243,0.0008410056999998972,7.125915185526754e-05,11.8012372191,PASS,12.04941884,12.0494893,0.247416,0.247346,0.084019443,1.0,1,1,1.0,64,0.0015,0,1.0,1.01238545903,1.13645771184,0.289846120085,-0.470793646648
172000,1,11.80786124,11.807019029,0.0008422110000001481,7.132629549770591e-05,11.8070244203,PASS,12.05524976,12.05531984,0.247459,0.247389,0.083978635,1.0,1,1,1.0,65,0.0015,0,1.0,1.01238341908,1.13643620752,0.28977580399,-0.470833677769
173000,1,11.81361642,11.8127731,0.000843320000001313,7.138542255135391e-05,11.8127784868,PASS,12.06104687,12.06111659,0.2475,0.24743,0.083936773,1.0,1,1,1.0,62,0.0015,0,1.0,1.01236535356,1.13639815433,0.289703651138,-0.470819590283
174000,1,11.81933826,11.818493777,0.0008444829999998404,7.144926233796107e-05,11.8184991602,PASS,12.06681058,12.06687993,0.247542,0.247472,0.083896173,1.0,1,1,1.0,64,0.0015,0,1.0,1.01235922783,1.13637262353,0.289633657592,-0.470845221049
175000,1,11.82502727,11.8241815881,0.0008456818999995619,7.15162748203592e-05,11.8241869681,PASS,12.07254125,12.07261024,0.247583,0.247514,0.083856289,1.0,1,1,1.0,75,0.0015,0,1.0,1.01235850827,1.13635282199,0.289564882324,-0.470888668887
176000,1,11.83068414,11.8298373595,0.0008467804999998663,7.157493936778083e-05,11.8298427352,PASS,12.07823927,12.0783079,0.247624,0.247555,0.083815512,1.0,1,1,1.0,64,0.0014,0,1.0,1.01234380881,1.13631859372,0.289494547772,-0.470884839706
177000,1,11.83630898,11.8354610973,0.0008478827000004685,7.163404583583864e-05,11.8354664689,PASS,12.08390501,12.08397328,0.247664,0.247596,0.083775116,1.0,1,1,1.0,63,0.0014,0,1.0,1.01233054408,1.13628596309,0.289424853325,-0.47088548727
178000,1,11.84190214,11.8410531575,0.0008489825000008722,7.169308528003696e-05,11.8410585253,PASS,12.08953883,12.08960675,0.247705,0.247637,0.083735115,1.0,1,1,1.0,61,0.0014,0,1.0,1.01231892417,1.13625514745,0.289355823649,-0.470891325871
179000,1,11.84746396,11.8466138572,0.0008501028000011956,7.175398911288992e-05,11.8466192213,PASS,12.09514108,12.09520866,0.247745,0.247677,0.083695637,1.0,1,1,1.0,64,0.0014,0,1.0,1.0123105377,1.13622779749,0.289287680428,-0.470907704371
180000,1,11.85299474,11.8521435046,0.0008512353999989841,7.181606156681583e-05,11.8521488653,PASS,12.10071213,12.10077936,0.247785,0.247717,0.083656819,1.0,1,1,1.0,64,0.0014,0,1.0,1.01230708442,1.1362056796,0.289220661104,-0.47094035082
181000,1,11.85849505,11.8576427246,0.0008523254000003533,7.187466844710226e-05,11.8576480815,PASS,12.10625231,12.1063192,0.247824,0.247757,0.08361766,1.0,1,1,1.0,66,0.0014,0,1.0,1.01229648955,1.13617623793,0.289153035879,-0.47094867089
182000,1,11.86396518,11.8631118128,0.0008533671999995107,7.192934124908741e-05,11.8631171656,PASS,12.11176197,12.11182851,0.247863,0.247797,0.083578304,1.0,1,1,1.0,62,0.0014,0,1.0,1.01228052357,1.13614131187,0.289085053354,-0.470938605395
183000,1,11.86940526,11.8685508132,0.0008544468000000194,7.198733055981436e-05,11.8685561623,PASS,12.11724143,12.11730765,0.247902,0.247836,0.083539762,1.0,1,1,1.0,64,0.0014,0,1.0,1.01227146531,1.1361136677,0.289018462003,-0.470951463655
184000,1,11.87481572,11.8739601936,0.000855526400000528,7.204544644508623e-05,11.8739655391,PASS,12.12269104,12.12275692,0.247941,0.247875,0.08350153,1.0,1,1,1.0,63,0.0014,0,1.0,1.01226324927,1.13608699769,0.288952390846,-0.470966851298
185000,1,11.88019677,11.8793401356,0.0008566343999998338,7.210607842481332e-05,11.879345478,PASS,12.1281111,12.12817666,0.24798,0.247914,0.08346409,1.0,1,1,1.0,66,0.0014,0,1.0,1.01226175672,1.13606741648,0.288887674338,-0.471004575719
186000,1,11.88554911,11.8846914506,0.0008576593999993776,7.215984655498828e-05,11.8846967889,PASS,12.13350195,12.13356719,0.248018,0.247953,0.083425705,1.0,1,1,1.0,63,0.0014,0,1.0,1.01224595452,1.13603305165,0.288821306908,-0.470993823506
187000,1,11.89087253,11.8900137869,0.0008587430999984491,7.221867847223901e-05,11.8900191222,PASS,12.1388639,12.13892881,0.248056,0.247991,0.083388686,1.0,1,1,1.0,65,0.0014,0,1.0,1.01224390981,1.13601308814,0.288757288373,-0.471029108598
188000,1,11.89616783,11.8953080622,0.0008597677999997444,7.227266900451458e-05,11.8953133936,PASS,12.14419724,12.14426184,0.248094,0.248029,0.083350894,1.0,1,1,1.0,64,0.0014,0,1.0,1.01222969702,1.13598056546,0.288691916349,-0.471023114136
189000,1,11.90143498,11.900574183,0.0008607969999996357,7.232716066979981e-05,11.9005795108,PASS,12.14950229,12.14956658,0.248132,0.248067,0.0833137,1.0,1,1,1.0,63,0.0014,0,1.0,1.01221998928,1.13595282083,0.288627564551,-0.47103200638
190000,1,11.90667437,11.9058125417,0.0008618282999997007,7.238194925118294e-05,11.9058178659,PASS,12.15477935,12.15484332,0.248169,0.248105,0.083276765,1.0,1,1,1.0,64,0.0014,0,1.0,1.01221070365,1.13592560748,0.288563646385,-0.471042035902
191000,1,11.91188628,11.9110234316,0.000862848399998839,7.243591650531095e-05,11.9110287524,PASS,12.16002871,12.16009237,0.248206,0.248142,0.083240077,1.0,1,1,1.0,61,0.0014,0,1.0,1.0122017259,1.13589880568,0.288500141357,-0.471052821803
192000,1,11.91707095,11.9162070631,0.0008638868999994997,7.249154625529017e-05,11.9162123806,PASS,12.16525065,12.16531401,0.248243,0.24818,0.0832039,1.0,1,1,1.0,60,0.0014,0,1.0,1.01219629864,1.1358757868,0.288437507312,-0.471075305242
193000,1,11.92222884,11.921363959,0.0008648810000000395,7.254356644273568e-05,11.9213692728,PASS,12.17044547,12.17050853,0.24828,0.248217,0.083167396,1.0,1,1,1.0,64,0.0014,0,1.0,1.01218425772,1.13584597932,0.28837429211,-0.471075206897
194000,1,11.92735993,11.9264939994,0.0008659305999998423,7.260035792345225e-05,11.9264993103,PASS,12.17561344,12.1756762,0.248316,0.248254,0.083131938,1.0,1,1,1.0,66,0.0014,0,1.0,1.01218234144,1.13582679022,0.288312876074,-0.47110899821
195000,1,11.93246461,11.9315976212,0.0008669888000003567,7.2657982096488e-05,11.9316029293,PASS,12.18075484,12.1808173,0.248353,0.24829,0.08309695,1.0,1,1,1.0,68,0.0014,0,1.0,1.0121835757,1.13581096578,0.288252261414,-0.471153166724
196000,1,11.93754358,11.9366756557,0.0008679242999996006,7.270543509920326e-05,11.9366809598,PASS,12.18586994,12.18593211,0.248389,0.248326,0.083060515,1.0,1,1,1.0,65,0.0014,0,1.0,1.01216463279,1.13577424305,0.288189123289,-0.471128963869
197000,1,11.94259663,11.941727747,0.0008688830000007641,7.275494826796006e-05,11.9417330474,PASS,12.19095901,12.19102089,0.248424,0.248362,0.083024752,1.0,1,1,1.0,64,0.0014,1,1.0,1.01215134826,1.13574349108,0.288127136644,-0.471123590314
198000,1,11.94762391,11.9467539986,0.0008699114000005892,7.281041038398313e-05,11.9467592962,PASS,12.19602231,12.19608391,0.24846,0.248398,0.082990201,1.0,1,1,1.0,68,0.0014,0,1.0,1.01215034288,1.13572559559,0.28806723936,-0.471159427557
199000,1,11.95262599,11.9517550912,0.0008708987999987983,7.286254926134422e-05,11.9517603855,PASS,12.2010601,12.20112142,0.248495,0.248434,0.082955408,1.0,1,1,1.0,68,0.0014,0,1.0,1.01214391894,1.13570214871,0.288006908941,-0.471176713126
200000,1,11.95760288,11.9567309548,0.0008719252000002342,7.291805964375983e-05,11.9567362466,PASS,12.20607265,12.20613368,0.248531,0.24847,0.082921468,1.0,1,1,1.0,76,0.0014,0,1.0,1.01214546228,1.1356870724,0.287948046198,-0.47122067397
201000,1,11.96255535,11.9616825187,0.0008728313000005983,7.296361642335877e-05,11.9616878065,PASS,12.21106019,12.21112094,0.248566,0.248505,0.082886085,1.0,1,1,1.0,67,0.0014,0,1.0,1.0121269726,1.13565124169,0.287886665049,-0.471196683127
202000,1,11.9674832,11.9666094427,0.0008737573000008325,7.30109485343445e-05,11.9666147269,PASS,12.21602298,12.21608345,0.2486,0.24854,0.082851232,1.0,1,1,1.0,64,0.0013,0,1.0,1.01211255373,1.13561972677,0.287826190759,-0.471186191959
203000,1,11.97238666,11.9715119596,0.0008747003999989289,7.305981880131902e-05,11.9715172404,PASS,12.22096126,12.22102146,0.248635,0.248575,0.082816946,1.0,1,1,1.0,64,0.0013,0,1.0,1.01210268857,1.13559302938,0.287766688187,-0.471190846422
204000,1,11.9772657,11.9763899504,0.000875749600000475,7.311765656167041e-05,11.9763952292,PASS,12.22587527,12.2259352,0.24867,0.24861,0.082784428,1.0,1,1,1.0,68,0.0013,1,1.0,1.01211209126,1.13558645468,0.287710244783,-0.471260433494
205000,1,11.98212153,11.9812449257,0.0008766043000001389,7.315935644663245e-05,11.9812502002,PASS,12.23076526,12.23082492,0.248703,0.248644,0.082749374,1.0,1,1,1.0,66,0.0013,0,1.0,1.01208816865,1.13554529437,0.287649382344,-0.471217053449
206000,1,11.98695341,11.9860758595,0.0008775505000002681,7.320880210214049e-05,11.986081131,PASS,12.23563145,12.23569084,0.248737,0.248678,0.082716022,1.0,1,1,1.0,65,0.0013,0,1.0,1.01208276002,1.1355234712,0.287591465056,-0.471236068063
207000,1,11.99176192,11.990883422,0.0008784980000005049,7.325845908726188e-05,11.9908886906,PASS,12.24047407,12.24053321,0.248771,0.248712,0.082682879,1.0,1,1,1.0,65,0.0013,0,1.0,1.01207763662,1.1355020228,0.287533898929,-0.471255818217
208000,1,11.99654733,11.9956679035,0.000879426500000946,7.330663363464144e-05,11.995673169,PASS,12.24529336,12.24535223,0.248805,0.248746,0.082649725,1.0,1,1,1.0,67,0.0013,0,1.0,1.01207012864,1.13547817112,0.287476301601,-0.471267267492
209000,1,12.00130988,12.0004295436,0.0008803364000016245,7.33533596585729e-05,12.0004348057,PASS,12.25008953,12.25014814,0.248838,0.24878,0.082616498,1.0,1,1,1.0,64,0.0013,0,1.0,1.01205949723,1.13545114669,0.287418565223,-0.471267910576
210000,1,12.00604959,12.0051683122,0.0008812777999995802,7.340281192354963e-05,12.0051735715,PASS,12.25486281,12.25492117,0.248872,0.248813,0.082584031,1.0,1,1,1.0,66,0.0013,0,1.0,1.01205597018,1.13543158866,0.287362138881,-0.471292388009
211000,1,12.01076703,12.0098848867,0.0008821433000001377,7.344604202185892e-05,12.0098901424,PASS,12.25961341,12.25967152,0.248904,0.248846,0.082550772,1.0,1,1,1.0,59,0.0013,0,1.0,1.01204055162,1.13539973484,0.287304322828,-0.471276357791
212000,1,12.01546204,12.0145789949,0.0008830450999983697,7.349239646870623e-05,12.0145842476,PASS,12.26434155,12.2643994,0.248937,0.24888,0.082518347,1.0,1,1,1.0,65,0.0013,0,1.0,1.01203319205,1.13537633924,0.287247946105,-0.471287405432
213000,1,12.02013499,12.0192510384,0.0008839516000005432,7.353924067707522e-05,12.0192562881,PASS,12.26904744,12.26910505,0.24897,0.248912,0.082486108,1.0,1,1,1.0,64,0.0013,0,1.0,1.01202597258,1.13535316309,0.287191881584,-0.471298709217
214000,1,12.0247859,12.0239009923,0.0008849076999997152,7.359030816504726e-05,12.0239062396,PASS,12.27373129,12.27378865,0.249003,0.248945,0.082454825,1.0,1,1,1.0,74,0.0013,1,1.0,1.01202836594,1.1353400609,0.287137470069,-0.47134238824
215000,1,12.02941542,12.0285296475,0.0008857725000002148,7.363387738090226e-05,12.0285348916,PASS,12.27839331,12.27845042,0.249035,0.248978,0.082422537,1.0,1,1,1.0,68,0.0013,0,1.0,1.01201632666,1.13531201581,0.287081297651,-0.471336924128
216000,1,12.03402349,12.0331368618,0.0008866281999999615,7.367678821108579e-05,12.0331421025,PASS,12.28303369,12.28309055,0.249067,0.24901,0.082390388,1.0,1,1,1.0,64,0.0013,0,1.0,1.01200391126,1.13528365096,0.287025355856,-0.471329965104
217000,1,12.03861005,12.0377224791,0.0008875709000015775,7.372702465776581e-05,12.0377277175,PASS,12.28765263,12.28770926,0.249099,0.249043,0.082359551,1.0,1,1,1.0,69,0.0013,0,1.0,1.01200555366,1.135269983,0.286971688271,-0.471370481926
218000,1,12.04317581,12.0422873893,0.0008884206999990596,7.376963634968804e-05,12.0422926244,PASS,12.29225034,12.29230673,0.249131,0.249075,0.082327719,1.0,1,1,1.0,67,0.0013,0,1.0,1.01199293201,1.13524154489,0.286916276493,-0.471362400725
219000,1,12.04772057,12.0468312712,0.0008892987999988833,7.381469339630304e-05,12.0468365034,PASS,12.29682701,12.29688316,0.249163,0.249106,0.082296594,1.0,1,1,1.0,68,0.0013,0,1.0,1.01198697983,1.13522011563,0.286862085657,-0.471376743025
220000,1,12.05224469,12.0513545295,0.0008901605000009027,7.38584822078403e-05,12.0513597587,PASS,12.30138283,12.30143874,0.249194,0.249138,0.082265463,1.0,1,1,1.0,69,0.0013,0,1.0,1.01197895367,1.13519659764,0.286807873664,-0.471383842821
