k,mu,R,cert,discovery_minus_cert,relative_cert_gap,cert_midpoint,cert_status,log_k,ceiling,headroom,log_k_minus_R,c,weight,rank_num,rank_den,cond,nit,moved_log_c,gate_failed_coords,spread,c_log_k,E_S,sd_S,eta
760000,1,13.28413733,13.2830348426,0.00110248740000074,8.29927734570281e-05,13.2830393868,PASS,13.54107371,13.54109153,0.256954,0.256936,0.074610127,1.0,1,1,1.0,71,0.0006,0,1.0,1.01030122939,1.12934014981,0.273145066018,-0.473521823762
770000,1,13.29713517,13.2960306563,0.0011045137000014194,8.306403491282395e-05,13.2960351942,PASS,13.55414579,13.5541634,0.257028,0.257011,0.074536918,1.0,1,1,1.0,63,0.0006,0,1.0,1.01028425359,1.12927954326,0.27301106785,-0.473532242786
780000,1,13.30996529,13.3088587664,0.0011065235999989653,8.313497262313036e-05,13.3088632984,PASS,13.5670492,13.56706659,0.257101,0.257084,0.074465164,1.0,1,1,1.0,73,0.0006,0,1.0,1.01027254357,1.12922499986,0.272879668684,-0.473560380975
790000,1,13.32263225,13.3215237919,0.0011084580999991545,8.320113316939709e-05,13.3215283177,PASS,13.57978822,13.57980541,0.257173,0.257156,0.074394027,1.0,1,1,1.0,66,0.0006,0,1.0,1.01025513182,1.1291650548,0.272749336186,-0.47356688968
800000,1,13.33514014,13.3340298188,0.0011103212000005414,8.326280701543053e-05,13.3340343382,PASS,13.59236701,13.592384,0.257244,0.257227,0.074323524,1.0,1,1,1.0,69,0.0006,0,1.0,1.01023261544,1.12910031706,0.272620103104,-0.47355391475
810000,1,13.34749236,13.3463800186,0.001112341400000716,8.333710707594785e-05,13.3463845328,PASS,13.60478953,13.60480632,0.257314,0.257297,0.074255409,1.0,1,1,1.0,74,0.0006,0,1.0,1.01022921066,1.1290560575,0.272495189319,-0.473608572027
820000,1,13.35969349,13.3585793157,0.001114174299999604,8.339819329190344e-05,13.358583824,PASS,13.61705962,13.61707623,0.257383,0.257366,0.07418711,1.0,1,1,1.0,64,0.0006,0,1.0,1.01021029985,1.12899611881,0.272369879544,-0.47360640252
830000,1,13.37174668,13.3706306109,0.001116069100000061,8.346472055661626e-05,13.3706351137,PASS,13.62918098,13.6291974,0.257451,0.257434,0.074120346,1.0,1,1,1.0,65,0.0006,1,1.0,1.01019960992,1.12894526231,0.272247330201,-0.473632789038
840000,1,13.38365574,13.3825378829,0.0011178571000005633,8.352404766805242e-05,13.38254238,PASS,13.64115717,13.64117341,0.257518,0.257501,0.074054094,1.0,1,1,1.0,69,0.0006,0,1.0,1.0101835354,1.12888926981,0.272125665495,-0.473638785891
850000,1,13.45165718,,,,,FAILED,13.65299163,13.65300769,0.201351,0.201334,0.11031766,1.0,1,1,1.0,161,0.4,7,1.0,1.50616608845,1.63903182519,0.332135625988,-1.92400867354
860000,1,13.40705473,13.4059332866,0.0011214434000006435,8.364576878255522e-05,13.4059377726,PASS,13.66468767,13.66470356,0.257649,0.257633,0.073924379,1.0,1,1,1.0,67,0.0005,0,1.0,1.0101535501,1.12878095732,0.271887299033,-0.473655657251
870000,1,13.4185508,13.4174275101,0.0011232899000006569,8.371171497898692e-05,13.4174319914,PASS,13.67624849,13.67626421,0.257713,0.257698,0.073861712,1.0,1,1,1.0,53,0.0005,0,1.0,1.01015112726,1.12874061207,0.271772066096,-0.473708037481
880000,1,13.42991576,13.4287906887,0.001125071300000613,8.377351877005466e-05,13.428795165,PASS,13.68767719,13.68769274,0.257777,0.257761,0.073799404,1.0,1,1,1.0,70,0.0005,0,1.0,1.0101424185,1.12869414546,0.271657444249,-0.473736863029
890000,1,13.44115273,13.440026063,0.0011266670000011914,8.382220056814958e-05,13.4400305336,PASS,13.69897674,13.69899213,0.257839,0.257824,0.073736836,1.0,1,1,1.0,63,0.0005,0,1.0,1.01011920137,1.12863295997,0.271542294556,-0.473712429158
900000,1,13.45226404,13.4511356836,0.0011283563999988644,8.38785498592447e-05,13.4511401491,PASS,13.71015004,13.71016528,0.257901,0.257886,0.073675786,1.0,1,1,1.0,63,0.0005,0,1.0,1.01010608054,1.1285827408,0.271429891503,-0.473723583225
910000,1,13.46325241,13.4621222702,0.0011301398000007623,8.394255456143248e-05,13.4621267312,PASS,13.72119988,13.72121496,0.257963,0.257947,0.073616342,1.0,1,1,1.0,76,0.0005,0,1.0,1.01010454291,1.12854503212,0.27132040069,-0.47377577135
920000,1,13.4741213,13.4729895889,0.0011317110999993218,8.399145850047541e-05,13.4729940444,PASS,13.73212895,13.73214388,0.258023,0.258008,0.073556103,1.0,1,1,1.0,62,0.0005,0,1.0,1.01008189138,1.12848567685,0.271209399415,-0.473750825483
930000,1,13.4848725,13.4837391792,0.0011333207999992823,8.404386470834502e-05,13.4837436298,PASS,13.74293987,13.74295464,0.258082,0.258067,0.073497361,1.0,1,1,1.0,61,0.0005,0,1.0,1.01006981247,1.12843775881,0.271101112911,-0.473763303394
940000,1,13.49550883,13.4943739026,0.0011349274000007625,8.409667351540405e-05,13.4943783484,PASS,13.75363515,13.75364979,0.258141,0.258126,0.073439326,1.0,1,1,1.0,65,0.0005,0,1.0,1.01005769578,1.12839018823,0.270994086921,-0.473774869745
950000,1,13.50603235,13.5048957097,0.00113664030000038,8.415797256700485e-05,13.5049001516,PASS,13.76421726,13.76423175,0.258199,0.258185,0.073383021,1.0,1,1,1.0,75,0.0005,0,1.0,1.0100598445,1.12835789611,0.270890211112,-0.473837336467
960000,1,13.51644639,13.5153082783,0.0011381117000013319,8.420199120113048e-05,13.5153127148,PASS,13.77468856,13.77470291,0.258257,0.258242,0.073325564,1.0,1,1,1.0,52,0.0005,0,1.0,1.01003680784,1.12829966941,0.270784167804,-0.47380786864
970000,1,13.52675235,13.5256127018,0.0011396482000005648,8.42514278751148e-05,13.5256171336,PASS,13.78505135,13.78506556,0.258313,0.258299,0.073269507,1.0,1,1,1.0,67,0.0005,1,1.0,1.01002391642,1.128252402,0.270680668369,-0.473814413041
980000,1,13.53695274,13.5358115955,0.0011411445000000242,8.429847705887936e-05,13.5358160225,PASS,13.79530785,13.79532193,0.258369,0.258355,0.073213961,1.0,1,1,1.0,63,0.0005,1,1.0,1.01000913096,1.12820351162,0.270578073034,-0.473813381052
990000,1,13.54704948,13.5459067848,0.001142695200000432,8.435011636204874e-05,13.5459112075,PASS,13.80546022,13.80547417,0.258425,0.258411,0.073159598,1.0,1,1,1.0,64,0.0005,0,1.0,1.01000192005,1.12816288135,0.270477625048,-0.473839125596
1000000,1,13.55704491,13.5559006907,0.0011442193000004153,8.440034739107575e-05,13.5559051091,PASS,13.81551056,13.81552437,0.258479,0.258466,0.073105662,1.0,1,1,1.0,69,0.0005,0,1.0,1.00999204521,1.12811980971,0.270377928834,-0.473854542264
2000000,1,14.24659595,14.2453520441,0.0012439058999991204,8.731249937632438e-05,14.2453561885,PASS,14.50865774,14.50866499,0.262069,0.262062,0.069565963,1.0,1,1,1.0,69,0.0003,0,1.0,1.00930874742,1.12516946753,0.263752254442,-0.474572123728
3000000,1,14.65011841,14.6488194685,0.0012989414999999838,8.866423216848141e-05,14.6488234868,PASS,14.91412285,14.91412782,0.264009,0.264004,0.067649428,1.0,1,1,1.0,52,0.0001,0,1.0,1.0089318797,1.12349053498,0.260094130244,-0.474791702788
4000000,1,14.93648697,14.9351496971,0.001337272900000741,8.953061738591273e-05,14.9351536496,PASS,15.20180492,15.20180872,0.265322,0.265318,0.066353694,1.0,1,1,1.0,68,0.0001,0,1.0,1.00869591185,1.12234359334,0.257591424256,-0.47495212113
5000000,1,15.15864655,15.1572802044,0.0013663456000010399,9.013638490047384e-05,15.1572841234,PASS,15.42494847,15.42495156,0.266305,0.266302,0.065382345,1.0,1,1,1.0,69,0.0,0,1.0,1.0085193025,1.12146750366,0.25569916725,-0.475040669718
6000000,1,15.34018541,15.3387953627,0.001390047299999253,9.061476526177483e-05,15.3387992701,PASS,15.60727003,15.60727263,0.267087,0.267085,0.064610486,1.0,1,1,1.0,69,0.0,0,1.0,1.00839330159,1.12077539834,0.254185468715,-0.475146746007
7000000,1,15.49368968,15.4922801608,0.0014095191999992096,9.097375958282453e-05,15.4922840703,PASS,15.76142071,15.76142296,0.267733,0.267731,0.063970492,1.0,1,1,1.0,67,0.0001,1,1.0,1.00826583725,1.12017155551,0.252923490944,-0.475130068233
8000000,1,15.62667214,15.6252457111,0.0014264289000003316,9.128168091202633e-05,15.6252496337,PASS,15.8949521,15.89495409,0.268282,0.26828,0.063425848,1.0,1,1,1.0,66,0.0001,0,1.0,1.00815081584,1.11964608871,0.251844542417,-0.475079140351
9000000,1,15.74397759,15.742535985,0.0014416050000001235,9.156548856597576e-05,15.7425399316,PASS,16.01273514,16.01273691,0.268759,0.268758,0.062955265,1.0,1,1,1.0,63,0.0001,0,1.0,1.00808598382,1.11922285916,0.250908569319,-0.475164556884
10000000,1,15.84891685,15.8474617574,0.0014550926000005404,9.181022361162431e-05,15.8474657351,PASS,16.11809565,16.11809726,0.26918,0.269179,0.062540358,1.0,1,1,1.0,60,0.0001,0,1.0,1.00803147229,1.11884943606,0.25008042471,-0.475244858533
11000000,1,15.9438528,15.9423859229,0.0014668771000003744,9.200267453550339e-05,15.9423899356,PASS,16.21340583,16.2134073,0.269555,0.269553,0.062166806,1.0,1,1,1.0,52,0.0001,0,1.0,1.00793565488,1.11846413974,0.24933246807,-0.475125203926
12000000,1,16.03052282,16.0290444206,0.0014783994000033829,9.222402891057939e-05,16.0290484776,PASS,16.30041721,16.30041857,0.269896,0.269894,0.061835162,1.0,1,1,1.0,62,0.0001,0,1.0,1.00793893871,1.11820854007,0.248666536303,-0.475369713312
13000000,1,16.11025747,16.1087696176,0.0014878524000003779,9.235435267071357e-05,16.1087737199,PASS,16.38045992,16.38046118,0.270204,0.270202,0.061528664,1.0,1,1,1.0,71,0.0001,0,1.0,1.0078678143,1.11789657999,0.24804950572,-0.475294557203
14000000,1,16.18408319,16.1825858266,0.0014973633999986191,9.252074290645185e-05,16.1825899787,PASS,16.45456789,16.45456906,0.270486,0.270485,0.061248287,1.0,1,1,1.0,70,0.0001,0,1.0,1.00781409644,1.11762121447,0.247483712598,-0.475268506521
15000000,1,16.25281539,16.2513102606,0.0015051293999981397,9.260730303527675e-05,16.2513144655,PASS,16.52356076,16.52356186,0.270746,0.270745,0.060988617,1.0,1,1,1.0,66,0.0002,0,1.0,1.00774911861,1.11734981392,0.246958548511,-0.475180205876
16000000,1,16.317112,16.3155988789,0.0015131211000003475,9.273216363289946e-05,16.3156031404,PASS,16.58809928,16.58810032,0.270988,0.270987,0.060748692,1.0,1,1,1.0,69,0.0002,0,1.0,1.00770533404,1.11711432019,0.246472322017,-0.475162157084
17000000,1,16.37751141,16.3759902358,0.0015211742000005302,9.288188919054645e-05,16.3759945568,PASS,16.6487239,16.64872488,0.271213,0.271212,0.060525387,1.0,1,1,1.0,59,0.0002,0,1.0,1.00767045723,1.11690016292,0.246018913229,-0.475167381982
18000000,1,16.43445734,16.4329299874,0.0015273526000001425,9.293599225103117e-05,16.4329333907,PASS,16.70588232,16.70588324,0.271426,0.271425,0.060317793,1.0,1,1,1.0,66,0.0002,0,1.0,1.00766195141,1.11672425132,0.245596653548,-0.475268085439
19000000,1,16.48832721,16.4867930671,0.001534142900002422,9.304418092042594e-05,16.4867964552,PASS,16.75994954,16.75995042,0.271623,0.271622,0.06012032,1.0,1,1,1.0,69,0.0002,0,1.0,1.00761352936,1.11651592213,0.245194305242,-0.475198320829
20000000,1,16.5394329,16.5378924511,0.001540448900001934,9.313795154378804e-05,16.5378958263,PASS,16.81124283,16.81124367,0.271811,0.27181,0.059935805,1.0,1,1,1.0,60,0.0002,0,1.0,1.00759537216,1.11634776462,0.244817760788,-0.475242336346
21000000,1,16.58804843,16.5865019617,0.0015464682999990487,9.322786260993866e-05,16.5865053223,PASS,16.860033,16.8600338,0.271985,0.271985,0.059758385,1.0,1,1,1.0,64,0.0002,0,1.0,1.00752834287,1.11613596718,0.244455147882,-0.475080881647
22000000,1,16.63439957,16.6328484629,0.0015511070999991716,9.324695450965241e-05,16.6328518117,PASS,16.90655301,16.90655378,0.272154,0.272153,0.059592691,1.0,1,1,1.0,65,0.0002,0,1.0,1.00750698948,1.11597893797,0.244116014109,-0.475097622722
23000000,1,16.67869049,16.6771334707,0.0015570193000016275,9.335380981709358e-05,16.67713681,PASS,16.95100477,16.95100551,0.272315,0.272314,0.059437212,1.0,1,1,1.0,58,0.0002,0,1.0,1.00752046436,1.11586468247,0.243797358672,-0.475249949798
24000000,1,16.72109896,16.7195365202,0.0015624398000007034,9.344121482316157e-05,16.7195398485,PASS,16.99356439,16.9935651,0.272466,0.272465,0.059286672,1.0,1,1,1.0,69,0.0002,0,1.0,1.007491878,1.11571203573,0.243488428104,-0.475226016426
25000000,1,16.76177743,16.7602108654,0.0015665645999973776,9.34605298596533e-05,16.7602141815,PASS,17.03438638,17.03438706,0.27261,0.272609,0.059141102,1.0,1,1,1.0,63,0.0003,0,1.0,1.00743238257,1.1155322122,0.243189323256,-0.475071070781
26000000,1,16.80085834,16.7992862469,0.0015720931000018368,9.357218947909042e-05,16.7992895551,PASS,17.0736071,17.07360775,0.272749,0.272749,0.059006309,1.0,1,1,1.0,65,0.0002,0,1.0,1.00745053605,1.11543862636,0.242912033632,-0.475228108837
27000000,1,16.83846787,16.8368904207,0.0015774492999973688,9.368128455486188e-05,16.8368937187,PASS,17.11134742,17.11134806,0.27288,0.27288,0.058873979,1.0,1,1,1.0,66,0.0002,0,1.0,1.0074131089,1.11529120211,0.24263950228,-0.475154296929
28000000,1,16.87470832,16.8731275694,0.001580750599998737,9.367572879024063e-05,16.8731308575,PASS,17.14771507,17.14771568,0.273007,0.273007,0.058746879,1.0,1,1,1.0,68,0.0003,0,1.0,1.00737474223,1.11514690568,0.242377453382,-0.475072677225
29000000,1,16.90967799,16.9080924885,0.0015855014999992534,9.376296230696309e-05,16.9080957679,PASS,17.18280639,17.18280698,0.273129,0.273128,0.058625823,1.0,1,1,1.0,65,0.0003,1,1.0,1.00735616594,1.11502718124,0.242127601937,-0.475068436291
30000000,1,16.94345971,16.9418701351,0.0015895748999987802,9.381642989127043e-05,16.9418734082,PASS,17.21670794,17.21670851,0.273249,0.273248,0.05851167,1.0,1,1,1.0,71,0.0002,0,1.0,1.00737833345,1.1149537394,0.241891761359,-0.475228005914
31000000,1,16.97613844,16.9745445856,0.0015938543999993726,9.388792425513306e-05,16.9745478492,PASS,17.24949776,17.24949832,0.27336,0.273359,0.058397626,1.0,1,1,1.0,70,0.0003,1,1.0,1.00732971902,1.11480938453,0.241655915942,-0.475094450236
32000000,1,17.00777705,17.0061792807,0.0015977693000017723,9.394345276896561e-05,17.0061825374,PASS,17.28124646,17.281247,0.27347,0.273469,0.058290367,1.0,1,1,1.0,65,0.0002,0,1.0,1.00733019842,1.1147196163,0.241433891796,-0.475159537246
33000000,1,17.03844276,17.0368411228,0.0016016372000002832,9.400138396217398e-05,17.0368443727,PASS,17.31201812,17.31201864,0.273576,0.273575,0.058186491,1.0,1,1,1.0,63,0.0002,0,1.0,1.0073255865,1.11462741509,0.241218675523,-0.47520124568
34000000,1,17.06819507,17.0665905348,0.001604535200002033,9.400731556099053e-05,17.0665937758,PASS,17.34187108,17.34187159,0.273677,0.273676,0.058083486,1.0,1,1,1.0,71,0.0003,0,1.0,1.00727632624,1.11449111686,0.24100507393,-0.475056873246
35000000,1,17.09708577,17.0954772804,0.0016084895999988191,9.407975263370391e-05,17.0954805133,PASS,17.37085862,17.37085912,0.273773,0.273773,0.057984374,1.0,1,1,1.0,69,0.0003,0,1.0,1.00723836289,1.11436923264,0.240799366335,-0.474956534881
36000000,1,17.12515949,17.1235478887,0.0016116013000022633,9.410722866221103e-05,17.1235511162,PASS,17.3990295,17.39902998,0.27387,0.27387,0.057891048,1.0,1,1,1.0,66,0.0003,0,1.0,1.00724805173,1.11429974491,0.240605506848,-0.47505041096
37000000,1,17.15246304,17.1508462788,0.0016167612000010934,9.425825295357076e-05,17.1508495036,PASS,17.42642847,17.42642894,0.273966,0.273965,0.057803712,1.0,1,1,1.0,72,0.0002,0,1.0,1.0073122525,1.11428971468,0.240423948392,-0.475367430924
38000000,1,17.17905181,17.1774355294,0.0016162806000004082,9.408438939916138e-05,17.1774387355,PASS,17.45309672,17.45309718,0.274045,0.274045,0.057700136,1.0,1,1,1.0,73,0.0005,0,1.0,1.00704605423,1.11393531121,0.240208451065,-0.474318495873
39000000,1,17.2049346,17.2033129418,0.0016216582000012636,9.425541204912592e-05,17.2033161491,PASS,17.4790722,17.47907265,0.274138,0.274138,0.057622051,1.0,1,1,1.0,69,0.0003,0,1.0,1.00717998998,1.11400262695,0.240045862051,-0.474920192236
40000000,1,17.23016827,17.2285451947,0.001623075299999499,9.419961979277287e-05,17.2285483941,PASS,17.50439001,17.50439045,0.274222,0.274222,0.057535713,1.0,1,1,1.0,73,0.0004,0,1.0,1.00712755997,1.11387641253,0.239865960023,-0.474750200139
41000000,1,17.2547776,17.2531503656,0.0016272344000007877,9.43063096913395e-05,17.253153561,PASS,17.52908262,17.52908305,0.274305,0.274305,0.057456072,1.0,1,1,1.0,73,0.0003,0,1.0,1.00715223338,1.11383290989,0.239699892822,-0.474897625323
42000000,1,17.27879438,17.2771648124,0.001629567600001991,9.431026055198598e-05,17.2771680023,PASS,17.55318018,17.55318059,0.274386,0.274386,0.057376539,1.0,1,1,1.0,73,0.0003,0,1.0,1.00714072696,1.11375320972,0.239533935847,-0.474893919797
43000000,1,17.30225098,17.3006178807,0.0016330993000011063,9.43865224177384e-05,17.3006210621,PASS,17.57671067,17.57671108,0.27446,0.27446,0.057295532,1.0,1,1,1.0,73,0.0004,0,1.0,1.00706698886,1.11360990069,0.239364784779,-0.474630805844
44000000,1,17.32516099,17.323525074,0.0016359160000014583,9.44242885215151e-05,17.3235282532,PASS,17.59970019,17.59970059,0.27454,0.274539,0.057223595,1.0,1,1,1.0,67,0.0003,0,1.0,1.0071181159,1.11359915035,0.239214472638,-0.47488410336
45000000,1,17.34755728,17.3459211084,0.0016361716000012905,9.431711759716353e-05,17.3459242824,PASS,17.62217305,17.62217344,0.274616,0.274616,0.057149958,1.0,1,1,1.0,71,0.0003,1,1.0,1.00710644955,1.11352405067,0.239060510368,-0.474875798163
46000000,1,17.36946788,17.3678275289,0.0016403510999971616,9.443876527075058e-05,17.3678306958,PASS,17.64415195,17.64415234,0.274684,0.274684,0.057075681,1.0,1,1,1.0,72,0.0004,0,1.0,1.00705198847,1.11340550883,0.23890510938,-0.474688503417
47000000,1,17.39089758,17.389254521,0.0016430589999991696,9.447810226245778e-05,17.3892576879,PASS,17.66565816,17.66565854,0.274761,0.274761,0.057011409,1.0,1,1,1.0,67,0.0003,0,1.0,1.0071440626,1.11344205577,0.238770559159,-0.475109059394
48000000,1,17.41188394,17.4102365727,0.0016473672999985922,9.461166325684758e-05,17.4102397348,PASS,17.68671157,17.68671194,0.274828,0.274828,0.056942855,1.0,1,1,1.0,59,0.0003,0,1.0,1.00713185229,1.11337053903,0.238626961037,-0.475095263922
49000000,1,17.43243702,17.430785985,0.001651034999998302,9.471050995934143e-05,17.4307891424,PASS,17.70733086,17.70733122,0.274894,0.274894,0.056876018,1.0,1,1,1.0,58,0.0003,0,1.0,1.0071224685,1.11330325473,0.238486876202,-0.475092200194
50000000,1,17.45257219,17.4509204179,0.0016517721000006702,9.46434761603281e-05,17.4509235708,PASS,17.72753356,17.72753392,0.274962,0.274961,0.056810656,1.0,1,1,1.0,56,0.0003,0,1.0,1.007112811,1.11323689854,0.238349803198,-0.475087023457
51000000,1,17.47230964,17.4706558991,0.0016537409000001446,9.464924409387611e-05,17.4706590478,PASS,17.74733619,17.74733654,0.275027,0.275027,0.056747072,1.0,1,1,1.0,71,0.0003,0,1.0,1.00710936462,1.11317822366,0.238216383201,-0.475106800536
52000000,1,17.49166954,17.4900147453,0.0016547946999985186,9.460473148171072e-05,17.4900178847,PASS,17.76675428,17.76675462,0.275085,0.275085,0.056678827,1.0,1,1,1.0,70,0.0004,0,1.0,1.00699879199,1.11300829475,0.238073099595,-0.474678974389
53000000,1,17.51064828,17.5089879406,0.0016603394000007654,9.481884242384916e-05,17.5089910843,PASS,17.78580247,17.78580281,0.275155,0.275154,0.056627586,1.0,1,1,1.0,73,0.0002,0,1.0,1.00716705903,1.11313194078,0.237965460189,-0.47541328345
54000000,1,17.52927594,17.5276118423,0.001664097700000866,9.49324835604628e-05,17.5276149858,PASS,17.8044946,17.80449493,0.275219,0.275219,0.056572127,1.0,1,1,1.0,73,0.0001,0,1.0,1.00723812994,1.11315466535,0.237848905234,-0.475741796006
55000000,1,17.54757565,17.5459125248,0.0016631252000003371,9.477806126456775e-05,17.5459156548,PASS,17.82284374,17.82284407,0.275268,0.275268,0.056502592,1.0,1,1,1.0,72,0.0003,0,1.0,1.0070368683,1.11289270983,0.237702686553,-0.47493241018
56000000,1,17.56553315,17.5638663452,0.0016668047999992552,9.489064668664811e-05,17.5638694747,PASS,17.84086225,17.84086257,0.275329,0.275329,0.056449087,1.0,1,1,1.0,72,0.0002,0,1.0,1.00710038523,1.11290946647,0.237590114776,-0.475227963823
57000000,1,17.58317707,17.5815101631,0.001666906900002374,9.480123491711921e-05,17.5815132864,PASS,17.85856183,17.85856214,0.275385,0.275385,0.056389923,1.0,1,1,1.0,68,0.0003,0,1.0,1.00704292625,1.11280024251,0.237465574501,-0.475017243001
58000000,1,17.60051496,17.5988471371,0.0016678229000000044,9.475989218442755e-05,17.5988502542,PASS,17.87595357,17.87595388,0.275439,0.275439,0.056331878,1.0,1,1,1.0,50,0.0003,0,1.0,1.00698603556,1.11269250557,0.237343326201,-0.474807981226
59000000,1,17.6175528,17.6158814943,0.00167130569999685,9.486593960977658e-05,17.6158846102,PASS,17.893048,17.89304831,0.275496,0.275495,0.056280673,1.0,1,1,1.0,63,0.0003,0,1.0,1.00703278357,1.11269434939,0.23723543136,-0.47503169633
60000000,1,17.63429564,17.632619892,0.0016757480000002545,9.502778189785721e-05,17.6326230134,PASS,17.90985512,17.90985542,0.27556,0.275559,0.056237949,1.0,1,1,1.0,73,0.0001,1,1.0,1.00721351885,1.11283758223,0.237145369497,-0.475816088973
61000000,1,17.65078612,17.6491105595,0.0016755605000007279,9.492837818153381e-05,17.649113666,PASS,17.92638442,17.92638472,0.275599,0.275598,0.05617259,1.0,1,1,1.0,73,0.0003,0,1.0,1.00697144233,1.11253807183,0.23700752659,-0.47482910541
62000000,1,17.66699571,17.6653183131,0.0016773968999999056,9.494522597582641e-05,17.6653214153,PASS,17.94264494,17.94264523,0.27565,0.275649,0.056120496,1.0,1,1,1.0,72,0.0003,0,1.0,1.00695013375,1.11247093146,0.236897602404,-0.474766018383
63000000,1,17.68294288,17.6812623412,0.0016805387999987431,9.503728035560691e-05,17.6812654427,PASS,17.95864528,17.95864557,0.275703,0.275702,0.056073341,1.0,1,1,1.0,63,0.0003,0,1.0,1.00700124093,1.11248051043,0.236798056105,-0.475006054848
64000000,1,17.69864748,17.6969700848,0.0016773952000015413,9.477533251606077e-05,17.6969731738,PASS,17.97439364,17.97439392,0.275746,0.275746,0.056013281,1.0,1,1,1.0,73,0.0005,0,1.0,1.00680476184,1.1122310806,0.236671205946,-0.474206738216
65000000,1,17.71409942,17.7124196297,0.0016797902999989844,9.482786904212737e-05,17.7124227187,PASS,17.98989783,17.9898981,0.275799,0.275798,0.055968444,1.0,1,1,1.0,72,0.0004,0,1.0,1.00686658914,1.11225333626,0.236576463437,-0.474490719103
66000000,1,17.72931819,17.7276331631,0.0016850269000023843,9.504183307809335e-05,17.727636252,PASS,18.0051653,18.00516557,0.275847,0.275847,0.055924299,1.0,1,1,1.0,70,0.0003,0,1.0,1.00692624778,1.11227399889,0.23648314606,-0.474765330046
67000000,1,17.74430047,17.742611067,0.0016894030000003113,9.520820518433835e-05,17.7426141605,PASS,18.02020318,18.02020345,0.275903,0.275903,0.055886283,1.0,1,1,1.0,73,0.0002,0,1.0,1.00708217449,1.11239631579,0.236402755219,-0.475444187122
68000000,1,17.75907543,17.7573851073,0.0016903227000000243,9.518078273064829e-05,17.7573881925,PASS,18.03501826,18.03501853,0.275943,0.275943,0.055834065,1.0,1,1,1.0,71,0.0003,0,1.0,1.00696838198,1.11223631538,0.236292287181,-0.47498933088
69000000,1,17.77362679,17.771936501,0.001690289000002565,9.510096166493011e-05,17.7719395829,PASS,18.04961706,18.04961732,0.275991,0.27599,0.055788407,1.0,1,1,1.0,64,0.0003,0,1.0,1.00695938288,1.11218687333,0.236195654648,-0.474974332178
70000000,1,17.78796502,17.7862705029,0.0016945171000024573,9.526199866579551e-05,17.7862735873,PASS,18.0640058,18.06400606,0.276041,0.276041,0.055750001,1.0,1,1,1.0,73,0.0002,0,1.0,1.00706834141,1.11226178366,0.236114340003,-0.475455169962
71000000,1,17.80210443,17.8004132537,0.0016911762999995972,9.499867314280198e-05,17.8004163321,PASS,18.07819044,18.07819069,0.276086,0.276086,0.055702615,1.0,1,1,1.0,70,0.0002,0,1.0,1.0070024817,1.1121538782,0.236013973811,-0.475200160346
72000000,1,17.81605068,17.8143511346,0.0016995454000010568,9.539405957735279e-05,17.8143542121,PASS,18.09217668,18.09217693,0.276126,0.276126,0.055661573,1.0,1,1,1.0,68,0.0002,0,1.0,1.00703901283,1.11215396007,0.235927010114,-0.475375668156
73000000,1,17.82978611,17.8280865905,0.0016995195000006902,9.531911877773446e-05,17.8280896733,PASS,18.10597,18.10597025,0.276184,0.276184,0.055628318,1.0,1,1,1.0,73,0.0,0,1.0,1.00720465681,1.11229004819,0.235856522821,-0.476094732722
74000000,1,17.84336559,17.8416637738,0.0017018162000006498,9.537529180898488e-05,17.8416668439,PASS,18.11957565,18.1195759,0.27621,0.27621,0.055574916,1.0,1,1,1.0,70,0.0002,0,1.0,1.00699389477,1.11203178277,0.235743287537,-0.475227880055
75000000,1,17.85674675,17.8550438013,0.0017029487000002064,9.536724263618772e-05,17.8550468683,PASS,18.13299867,18.13299891,0.276252,0.276252,0.055533178,1.0,1,1,1.0,72,0.0002,0,1.0,1.0069830429,1.11198376743,0.235654747176,-0.475202680069
76000000,1,17.86996445,17.8682696378,0.0016948122000002286,9.48413862121717e-05,17.8682726828,PASS,18.1462439,18.14624414,0.27628,0.276279,0.055469965,1.0,1,1,1.0,71,0.0006,1,1.0,1.00657151392,1.11151589392,0.235520587468,-0.473486819628
77000000,1,17.88297353,17.8812654796,0.0017080504000013264,9.551266164633898e-05,17.881268548,PASS,18.15931598,18.15931622,0.276343,0.276342,0.055460099,1.0,1,1,1.0,73,0.0001,0,1.0,1.00711746201,1.11205304151,0.235499641905,-0.475809816982
78000000,1,17.89585777,17.8941539113,0.0017038587000008931,9.520966929325865e-05,17.8941569582,PASS,18.17221938,18.17221962,0.276362,0.276362,0.055398571,1.0,1,1,1.0,73,0.0005,0,1.0,1.00671498581,1.11159564256,0.235368973273,-0.474130642666
79000000,1,17.90854012,17.9068338794,0.0017062406000007968,9.527524793019235e-05,17.9068369371,PASS,18.18495841,18.18495864,0.276419,0.276418,0.055375192,1.0,1,1,1.0,67,0.0002,0,1.0,1.00699556349,1.11185533315,0.23531930391,-0.475334285334
80000000,1,17.9211028,17.9193993658,0.0017034341999995206,9.505186254495012e-05,17.919402399,PASS,18.19753719,18.19753742,0.276435,0.276434,0.055311136,1.0,1,1,1.0,70,0.0007,0,1.0,1.00652645453,1.11132894517,0.23518316059,-0.473371243459
81000000,1,17.93347586,17.9317644132,0.0017114468000016814,9.543307796895103e-05,17.9317674593,PASS,18.20995971,18.20995994,0.276484,0.276484,0.055291083,1.0,1,1,1.0,70,0.0003,0,1.0,1.0068483939,1.11163293786,0.235140524424,-0.474749888954
